brand,model,year,variant,price_usd,battery_capacity_kwh,range_miles,charging_speed_kw,acceleration_0_60_mph,top_speed_mph,horsepower,torque_nm,drive_type,seating_capacity,body_type,cargo_volume_cubic_ft,weight_kg,safety_rating,autopilot_level,country_of_origin,market_segment,annual_sales_units,customer_rating,warranty_years,price_inr,price_per_kwh_inr,range_per_10k_inr,range_per_kwh,value_score,price_bucket
Kia,Picanto EV,2023,Standard,66396.28,40.4,150.0,72.8,5.36,172.0,763.0,668.0,AWD,7,Sedan,23.5,1580.0,4,2,South Korea,Premium,93251,3.17,3,5544089.38,137229.94,0.2706,3.7129,27.0558,₹50–75L
BYD,Dolphin,2025,Base,53719.72,48.4,150.0,130.4,5.96,160.0,629.0,556.0,FWD,7,Hatchback,38.7,1728.0,3,0,China,Mid-range,246801,3.15,5,4485596.62,92677.62,0.3344,3.0992,33.4404,₹25–50L
Ford,Mustang Mach-E,2026,Premium,56792.12,67.2,207.0,138.4,7.7,135.0,555.0,485.0,AWD,5,SUV,51.2,2102.0,4,0,US,Mid-range,31784,3.24,4,4742142.02,70567.59,0.4365,3.0804,43.6512,₹25–50L
Tesla,Model S,2024,Standard,122807.61,51.0,203.0,348.4,5.61,177.0,905.0,784.0,AWD,7,Van,78.0,1500.0,4,3,US,Luxury,162784,3.67,6,10254435.44,201067.36,0.198,3.9804,19.7963,₹100–150L
Tesla,Model X,2025,Long Range,153915.44,92.0,309.0,214.0,4.56,177.0,1000.0,955.0,RWD,5,Van,73.2,1572.0,5,2,US,Luxury,210826,3.64,5,12851939.24,139694.99,0.2404,3.3587,24.0431,₹100–150L
GM/Chevrolet,Equinox EV,2025,Standard,28857.9,80.0,326.0,78.0,6.63,147.0,200.0,200.0,RWD,7,SUV,38.7,2241.0,4,0,US,Budget,24599,3.71,4,2409634.65,30120.43,1.3529,4.075,135.2902,<₹25L
Hyundai,Kona Electric,2024,Standard,53616.49,57.8,161.0,106.9,7.18,147.0,606.0,581.0,AWD,5,Coupe,22.9,1500.0,5,0,South Korea,Mid-range,78661,3.39,3,4476976.92,77456.35,0.3596,2.7855,35.9618,₹25–50L
BMW,i5,2020,Base,93337.36,72.7,232.0,51.4,5.06,176.0,720.0,650.0,RWD,5,Truck,54.7,2335.0,5,1,Germany,Premium,25170,3.43,8,7793669.56,107203.16,0.2977,3.1912,29.7677,₹75–100L
Volkswagen,ID. Aero,2026,Standard,69769.06,45.0,150.0,144.8,7.91,140.0,724.0,672.0,RWD,7,Hatchback,25.0,1560.0,4,0,Germany,Premium,251078,3.0,4,5825716.51,129460.37,0.2575,3.3333,25.7479,₹50–75L
BYD,Yuan Plus,2026,Standard,35604.12,69.8,235.0,114.5,5.44,174.0,380.0,335.0,RWD,5,Truck,60.0,2708.0,5,0,China,Mid-range,210674,3.59,3,2972944.02,42592.32,0.7905,3.3668,79.0462,₹25–50L
Ford,F-150 Lightning,2025,Long Range,91074.2,83.3,309.0,123.8,5.32,165.0,1000.0,875.0,FWD,4,Truck,59.8,2537.0,5,1,US,Premium,78477,3.54,5,7604695.7,91292.87,0.4063,3.7095,40.6328,₹75–100L
Ford,E-Transit,2022,Premium,72686.4,58.3,197.0,55.6,7.84,135.0,806.0,761.0,RWD,7,Coupe,34.3,1507.0,3,0,US,Premium,32038,3.44,3,6069314.4,104104.88,0.3246,3.3791,32.4584,₹50–75L
GM/Chevrolet,Bolt EV,2024,Performance,43772.41,113.5,369.0,244.5,3.14,192.0,465.0,370.0,FWD,7,SUV,55.5,2127.0,4,0,US,Mid-range,13494,3.81,4,3654996.24,32202.61,1.0096,3.2511,100.9577,₹25–50L
BYD,Max,2025,Premium,100296.35,81.5,290.0,71.6,7.14,143.0,1000.0,904.0,AWD,7,Hatchback,33.3,1686.0,4,0,China,Luxury,155370,3.84,4,8374745.22,102757.61,0.3463,3.5583,34.6279,₹75–100L
Kia,Picanto EV,2026,Long Range,70115.71,95.5,342.0,140.0,4.95,168.0,873.0,766.0,FWD,5,Sedan,38.2,1535.0,5,0,South Korea,Premium,82992,3.83,4,5854661.78,61305.36,0.5841,3.5812,58.415,₹50–75L
Volkswagen,ID. Buzz,2026,Base,70180.35,48.8,170.0,145.0,6.15,159.0,702.0,698.0,FWD,5,Truck,63.5,2406.0,4,0,Germany,Premium,220918,3.38,4,5860059.22,120083.18,0.2901,3.4836,29.0099,₹50–75L
Tesla,Model 3,2023,Base,50661.72,45.0,150.0,321.1,7.4,132.0,355.0,361.0,FWD,5,Truck,58.9,2602.0,5,2,US,Mid-range,240645,3.26,6,4230253.62,94005.64,0.3546,3.3333,35.4589,₹25–50L
Rivian,R1S,2023,Base,71764.23,63.3,216.0,111.8,5.26,179.0,267.0,240.0,RWD,5,Coupe,25.4,1532.0,4,1,US,Premium,16601,3.25,4,5992313.2,94665.3,0.3605,3.4123,36.0462,₹50–75L
Tesla,Model Y,2024,Standard,118291.58,82.5,290.0,268.0,6.17,157.0,828.0,772.0,AWD,5,Truck,51.0,2443.0,5,2,US,Luxury,419454,3.57,4,9877346.93,119725.42,0.2936,3.5152,29.3601,₹75–100L
Toyota,bZ Compact SUV,2025,Base,65608.6,60.1,208.0,67.8,6.65,154.0,816.0,769.0,FWD,5,SUV,56.9,1949.0,4,1,Japan,Premium,24977,3.36,5,5478318.1,91153.38,0.3797,3.4609,37.9679,₹50–75L
Volkswagen,ID. Buzz,2023,Premium,99863.63,66.5,227.0,113.9,7.86,134.0,1000.0,879.0,AWD,7,Truck,63.8,2583.0,5,0,Germany,Premium,237739,3.79,4,8338613.1,125392.68,0.2722,3.4135,27.2228,₹75–100L
Tesla,Model 3,2022,Long Range,84609.91,107.2,365.0,286.9,5.82,165.0,593.0,574.0,RWD,5,SUV,59.3,2001.0,4,2,US,Premium,171529,4.12,6,7064927.48,65904.17,0.5166,3.4049,51.6637,₹50–75L
Kia,Sportage EV,2025,Premium,81244.23,54.9,181.0,55.0,6.43,149.0,972.0,869.0,AWD,5,SUV,54.1,2277.0,5,2,South Korea,Premium,70466,3.28,5,6783893.2,123568.18,0.2668,3.2969,26.6808,₹50–75L
Mercedes,EQC,2024,Premium,167460.91,69.9,243.0,76.8,5.18,175.0,1000.0,943.0,RWD,7,Hatchback,39.8,1500.0,4,1,Germany,Luxury,50533,3.71,5,13982985.98,200042.72,0.1738,3.4764,17.3783,₹100–150L
GM/Chevrolet,Equinox EV,2023,Long Range,33127.16,87.4,303.0,69.7,5.64,160.0,228.0,275.0,FWD,5,SUV,39.5,2025.0,4,0,US,Budget,19880,3.66,5,2766117.86,31648.95,1.0954,3.4668,109.5398,₹25–50L
Ford,Explorer EV,2023,Performance,66131.67,96.5,322.0,171.9,2.66,200.0,729.0,712.0,FWD,5,Truck,51.8,2343.0,5,0,US,Premium,34351,3.53,4,5521994.44,57222.74,0.5831,3.3368,58.3123,₹50–75L
BMW,i7,2024,Base,58695.0,50.0,177.0,105.7,6.25,155.0,314.0,298.0,AWD,5,Coupe,21.0,1677.0,4,2,Germany,Mid-range,59887,3.39,6,4901032.5,98020.65,0.3611,3.54,36.1148,₹25–50L
GM/Chevrolet,Silverado EV,2025,Premium,46867.37,59.3,232.0,69.2,7.47,135.0,501.0,394.0,RWD,7,Sedan,37.1,1579.0,5,0,US,Mid-range,24354,3.3,3,3913425.4,65993.68,0.5928,3.9123,59.2831,₹25–50L
Mercedes,EQS,2024,Performance,183949.91,87.0,328.0,226.2,3.1,200.0,1000.0,941.0,AWD,5,Coupe,15.9,1676.0,5,2,Germany,Luxury,78765,4.06,6,15359817.48,176549.63,0.2135,3.7701,21.3544,₹150–200L
BYD,Max,2025,Long Range,26705.48,85.3,273.0,118.5,5.64,169.0,280.0,247.0,AWD,7,Truck,51.9,2625.0,4,1,China,Budget,188547,3.41,3,2229907.58,26141.94,1.2243,3.2005,122.4266,<₹25L
Hyundai,Ioniq 5,2024,Standard,37623.67,63.5,214.0,107.8,5.74,165.0,344.0,327.0,RWD,5,Van,75.8,1500.0,4,0,South Korea,Mid-range,76324,3.31,4,3141576.44,49473.64,0.6812,3.3701,68.1187,₹25–50L
BYD,Dolphin,2025,Performance,98821.6,98.4,363.0,218.3,3.74,189.0,1000.0,930.0,AWD,7,Hatchback,21.5,1500.0,4,1,China,Premium,172137,3.93,4,8251603.6,83857.76,0.4399,3.689,43.9914,₹75–100L
Porsche,Macan Electric,2025,Standard,186969.89,80.5,291.0,313.1,7.79,132.0,1000.0,936.0,AWD,5,Hatchback,18.4,1894.0,5,1,Germany,Luxury,29154,4.28,8,15611985.82,193937.71,0.1864,3.6149,18.6395,₹150–200L
NIO,EL8,2024,Premium,68322.21,64.5,203.0,121.2,7.2,143.0,526.0,465.0,RWD,5,Coupe,32.5,1745.0,5,0,China,Premium,2458,3.46,4,5704904.54,88448.13,0.3558,3.1473,35.5834,₹50–75L
Tesla,Model Y,2024,Premium,91805.32,52.7,197.0,346.1,6.04,156.0,668.0,649.0,RWD,7,Hatchback,23.6,1500.0,4,2,US,Premium,462587,3.48,5,7665744.22,145460.04,0.257,3.7381,25.6987,₹75–100L
GM/Chevrolet,Bolt EV,2024,Base,34244.16,59.5,214.0,98.8,5.67,163.0,288.0,251.0,AWD,7,SUV,45.1,1772.0,5,0,US,Budget,29653,3.5,4,2859387.36,48056.93,0.7484,3.5966,74.8412,₹25–50L
Rivian,R3,2026,Performance,113739.43,106.9,358.0,185.6,3.03,200.0,1000.0,935.0,AWD,5,Coupe,36.5,1500.0,4,1,US,Luxury,22439,3.75,6,9497242.4,88842.3,0.377,3.3489,37.6952,₹75–100L
Tesla,Cybertruck,2025,Standard,98006.33,50.5,177.0,336.0,7.58,138.0,719.0,587.0,FWD,7,Truck,67.6,2276.0,4,3,US,Premium,113383,3.75,4,8183528.56,162050.07,0.2163,3.505,21.6288,₹75–100L
Kia,EV9,2024,Standard,67166.43,71.5,240.0,70.8,7.01,135.0,723.0,642.0,AWD,5,SUV,61.2,1821.0,4,2,South Korea,Premium,69022,3.56,5,5608396.9,78439.12,0.4279,3.3566,42.793,₹50–75L
Rivian,R1S,2024,Base,73774.27,67.4,263.0,131.8,6.54,148.0,325.0,272.0,AWD,7,Truck,70.8,2508.0,5,1,US,Premium,22100,3.49,4,6160151.54,91396.91,0.4269,3.9021,42.6938,₹50–75L
Tesla,Model Y,2024,Long Range,98420.53,75.3,267.0,260.0,5.57,165.0,739.0,720.0,RWD,5,Hatchback,30.6,1628.0,5,3,US,Premium,459091,3.73,6,8218114.26,109138.3,0.3249,3.5458,32.4892,₹75–100L
GM/Chevrolet,Silverado EV,2024,Standard,42545.39,40.0,150.0,115.3,5.39,171.0,460.0,408.0,FWD,7,Sedan,21.0,1830.0,3,1,US,Mid-range,11545,3.42,4,3552540.06,88813.5,0.4222,3.75,42.2233,₹25–50L
BYD,Leaf 50X,2023,Performance,25921.47,101.8,344.0,196.5,4.43,188.0,215.0,200.0,AWD,5,Truck,74.6,2544.0,5,0,China,Budget,110847,3.94,4,2164442.74,21261.72,1.5893,3.3792,158.9324,<₹25L
Rivian,R1S,2024,Standard,86119.94,52.4,172.0,92.5,5.38,170.0,1000.0,929.0,AWD,7,Van,69.0,1514.0,4,1,US,Premium,1755,3.19,4,7191014.99,137233.11,0.2392,3.2824,23.9187,₹50–75L
Fisker,Ronin,2024,Performance,77587.25,78.3,296.0,183.2,3.66,198.0,605.0,533.0,AWD,7,Sedan,34.4,1691.0,4,1,US,Premium,24352,3.46,5,6478535.38,82739.92,0.4569,3.7803,45.6893,₹50–75L
Toyota,bZ4X,2026,Long Range,89238.61,105.2,336.0,114.0,4.89,178.0,1000.0,879.0,RWD,5,Hatchback,36.0,1734.0,5,0,Japan,Premium,3195,3.98,5,7451423.94,70831.03,0.4509,3.1939,45.0921,₹50–75L
Hyundai,Ioniq 6,2023,Standard,53342.39,42.5,150.0,111.1,5.32,179.0,558.0,506.0,FWD,5,Sedan,15.5,1500.0,4,0,South Korea,Mid-range,142003,3.16,4,4454089.57,104802.11,0.3368,3.5294,33.6769,₹25–50L
Mercedes,EQS,2026,Premium,108752.82,76.2,250.0,137.0,6.68,144.0,577.0,547.0,AWD,5,SUV,49.0,1922.0,4,2,Germany,Luxury,65854,3.7,6,9080860.47,119171.4,0.2753,3.2808,27.5304,₹75–100L
Mercedes,GLE EV,2022,Base,94570.88,72.7,257.0,91.1,5.86,162.0,421.0,339.0,AWD,7,Truck,78.9,2664.0,5,2,Germany,Premium,59270,3.75,5,7896668.48,108619.92,0.3255,3.5351,32.5454,₹75–100L
BYD,Dolphin,2025,Base,52113.75,54.9,221.0,140.9,6.37,148.0,558.0,507.0,AWD,5,Coupe,19.8,1539.0,4,2,China,Mid-range,186712,3.38,5,4351498.12,79262.26,0.5079,4.0255,50.7871,₹25–50L
Mercedes,EQC,2025,Premium,91108.2,66.3,223.0,90.2,6.24,157.0,447.0,344.0,AWD,5,Van,71.3,1793.0,5,1,Germany,Premium,58124,3.6,6,7607534.7,114744.11,0.2931,3.3635,29.313,₹75–100L
Tesla,Cybertruck,2024,Premium,49738.35,47.0,150.0,329.8,5.85,165.0,378.0,292.0,RWD,7,Truck,57.9,2606.0,5,3,US,Mid-range,179970,3.63,5,4153152.22,88364.94,0.3612,3.1915,36.1171,₹25–50L
Kia,EV9,2023,Standard,33510.99,40.1,152.0,144.8,7.1,135.0,241.0,214.0,AWD,7,SUV,37.1,2106.0,4,2,South Korea,Budget,137108,3.43,4,2798167.66,69779.74,0.5432,3.7905,54.3213,₹25–50L
BYD,Seagull,2023,Standard,84139.98,72.3,261.0,103.4,7.53,130.0,963.0,882.0,AWD,7,Truck,67.7,2278.0,5,0,China,Premium,236926,3.41,3,7025688.33,97174.11,0.3715,3.61,37.1494,₹50–75L
Tesla,Model 3,2025,Premium,137916.62,66.0,216.0,328.7,6.4,158.0,1000.0,906.0,RWD,7,SUV,40.2,2111.0,5,2,US,Luxury,132643,3.73,5,11516037.77,174485.42,0.1876,3.2727,18.7565,₹100–150L
Tesla,Model 3,2024,Long Range,148635.93,103.2,360.0,322.9,5.61,165.0,1000.0,910.0,AWD,7,Van,74.3,1690.0,3,2,US,Luxury,108335,3.96,4,12411100.16,120262.6,0.2901,3.4884,29.0063,₹100–150L
GM/Chevrolet,Bolt EUV,2025,Performance,62330.93,108.0,376.0,168.5,2.88,200.0,803.0,695.0,AWD,7,Truck,75.2,2393.0,4,1,US,Mid-range,27154,3.92,5,5204632.66,48191.04,0.7224,3.4815,72.2433,₹50–75L
BYD,Qin,2025,Standard,29108.23,44.5,170.0,86.4,5.48,165.0,319.0,224.0,AWD,7,Hatchback,15.2,1780.0,5,0,China,Budget,179440,3.4,4,2430537.2,54618.81,0.6994,3.8202,69.9434,<₹25L
GM/Chevrolet,Bolt EUV,2025,Performance,81159.74,104.4,379.0,234.3,2.85,200.0,1000.0,927.0,RWD,7,Truck,66.2,2789.0,4,2,US,Premium,28393,3.84,3,6776838.29,64912.24,0.5593,3.6303,55.9258,₹50–75L
Tesla,Model 3,2025,Base,80586.23,77.9,274.0,227.2,6.92,149.0,580.0,502.0,RWD,5,Van,73.9,1645.0,5,3,US,Premium,243472,3.8,4,6728950.2,86379.34,0.4072,3.5173,40.7196,₹50–75L
BYD,Qin,2025,Standard,79451.82,66.3,253.0,80.6,5.72,158.0,839.0,753.0,FWD,7,Hatchback,30.7,1610.0,5,0,China,Premium,216726,3.44,3,6634226.97,100063.76,0.3814,3.816,38.1356,₹50–75L
Kia,Niro EV,2021,Performance,51783.96,99.9,345.0,221.0,3.85,197.0,525.0,467.0,FWD,5,SUV,51.6,2137.0,5,1,South Korea,Mid-range,94100,3.93,4,4323960.66,43282.89,0.7979,3.4535,79.788,₹25–50L
Ford,E-Transit,2025,Base,47442.7,70.8,237.0,126.8,6.31,153.0,445.0,381.0,RWD,7,Van,69.6,1750.0,4,1,US,Mid-range,71700,3.47,3,3961465.45,55952.9,0.5983,3.3475,59.8263,₹25–50L
BYD,Max,2024,Premium,113232.12,50.0,173.0,89.8,6.32,154.0,1000.0,907.0,AWD,7,Coupe,24.6,1576.0,4,0,China,Luxury,184045,3.17,5,9454882.02,189097.64,0.183,3.46,18.2974,₹75–100L
BMW,i3,2021,Long Range,102095.14,106.5,364.0,123.3,5.0,178.0,843.0,810.0,AWD,5,Coupe,23.3,1503.0,4,1,Germany,Luxury,29444,3.44,5,8524944.19,80046.42,0.427,3.4178,42.6982,₹75–100L
Audi,e-tron,2026,Performance,104966.05,96.6,360.0,208.5,2.86,200.0,776.0,692.0,AWD,5,Sedan,23.6,1596.0,4,2,Germany,Luxury,20618,3.66,6,8764665.18,90731.52,0.4107,3.7267,41.074,₹75–100L
Kia,Niro EV,2024,Long Range,40789.37,85.6,279.0,96.7,5.67,165.0,332.0,276.0,FWD,5,Coupe,33.5,1580.0,5,1,South Korea,Mid-range,63756,3.57,4,3405912.4,39788.7,0.8192,3.2593,81.9164,₹25–50L
BYD,Leaf 50X,2025,Standard,32451.41,72.9,268.0,118.3,6.57,148.0,348.0,323.0,FWD,7,Coupe,25.9,1889.0,4,2,China,Budget,104392,3.51,4,2709692.74,37170.0,0.989,3.6763,98.9042,₹25–50L
Tesla,Model 3,2022,Standard,112086.56,61.2,215.0,347.4,6.6,152.0,806.0,684.0,RWD,5,Sedan,22.9,1775.0,5,3,US,Luxury,140793,3.65,5,9359227.76,152928.56,0.2297,3.5131,22.972,₹75–100L
Mercedes,EQG,2022,Base,64416.89,70.0,262.0,64.0,7.35,142.0,213.0,227.0,FWD,7,SUV,54.0,2149.0,5,1,Germany,Mid-range,31870,3.9,6,5378810.32,76840.15,0.4871,3.7429,48.7097,₹50–75L
Tesla,Model 3,2025,Base,108727.13,41.1,150.0,345.3,7.92,131.0,743.0,715.0,FWD,7,Truck,78.8,2525.0,3,2,US,Luxury,118818,3.3,6,9078715.36,220893.32,0.1652,3.6496,16.5222,₹75–100L
Audi,e-tron,2021,Performance,119078.45,118.6,396.0,174.1,2.76,200.0,963.0,899.0,RWD,5,Coupe,22.5,1617.0,5,1,Germany,Luxury,62009,3.84,8,9943050.57,83836.85,0.3983,3.339,39.8268,₹75–100L
Hyundai,Ioniq 5,2025,Base,34994.42,79.1,269.0,104.4,6.86,142.0,258.0,270.0,FWD,7,Hatchback,32.2,1500.0,3,1,South Korea,Budget,123225,3.52,4,2922034.07,36941.01,0.9206,3.4008,92.0592,₹25–50L
NIO,ET5,2023,Premium,114240.51,65.6,218.0,54.0,5.99,162.0,1000.0,939.0,AWD,7,Truck,56.4,2456.0,5,0,China,Luxury,26747,3.64,5,9539082.58,145412.84,0.2285,3.3232,22.8534,₹75–100L
Ford,Mustang Mach-E,2025,Long Range,70076.78,107.7,396.0,104.3,4.52,185.0,815.0,725.0,AWD,5,Truck,76.6,2211.0,3,1,US,Premium,52702,3.92,4,5851411.13,54330.65,0.6768,3.6769,67.676,₹50–75L
Xiaomi,SU7,2024,Long Range,95394.53,76.4,243.0,119.6,4.7,168.0,1000.0,931.0,FWD,5,SUV,39.9,2215.0,5,2,China,Premium,8671,3.55,3,7965443.26,104259.73,0.3051,3.1806,30.5068,₹75–100L
BYD,Seagull,2024,Base,16613.01,55.9,237.0,83.2,5.73,169.0,202.0,200.0,AWD,5,Sedan,18.4,1578.0,3,2,China,Budget,205452,3.37,5,1387186.34,24815.5,1.7085,4.2397,170.8494,<₹25L
Ford,F-150 Lightning,2022,Premium,39147.79,52.5,215.0,72.9,5.42,170.0,280.0,217.0,AWD,4,Truck,60.1,2430.0,4,0,US,Mid-range,78104,3.41,4,3268840.46,62263.63,0.6577,4.0952,65.7726,₹25–50L
Volkswagen,ID.3,2025,Performance,52326.27,115.4,383.0,192.0,3.21,200.0,500.0,497.0,AWD,5,SUV,39.5,2045.0,5,0,Germany,Mid-range,248780,3.88,3,4369243.54,37861.73,0.8766,3.3189,87.6582,₹25–50L
Hyundai,Ioniq 6,2026,Premium,43930.22,71.2,285.0,137.9,7.22,141.0,431.0,387.0,AWD,5,SUV,65.3,1932.0,4,1,South Korea,Mid-range,60140,3.56,4,3668173.37,51519.29,0.777,4.0028,77.6953,₹25–50L
BMW,i5,2025,Base,68260.21,52.1,191.0,137.1,5.51,171.0,397.0,320.0,RWD,5,SUV,36.3,1984.0,4,2,Germany,Premium,78488,3.02,7,5699727.54,109399.76,0.3351,3.666,33.5104,₹50–75L
Audi,e-tron GT,2024,Base,86243.23,60.4,208.0,117.9,5.68,169.0,543.0,447.0,FWD,5,Sedan,36.5,1500.0,4,1,Germany,Premium,24433,3.51,6,7201309.7,119226.98,0.2888,3.4437,28.8836,₹50–75L
Polestar,2,2025,Base,91715.74,62.6,234.0,122.8,6.18,155.0,558.0,508.0,RWD,5,Hatchback,33.2,1632.0,5,0,Sweden,Premium,2292,3.52,4,7658264.29,122336.49,0.3056,3.738,30.5552,₹75–100L
Ford,Explorer EV,2025,Base,55304.32,58.4,191.0,57.8,6.03,164.0,586.0,492.0,FWD,5,SUV,66.1,2189.0,5,0,US,Mid-range,32117,3.32,4,4617910.72,79073.81,0.4136,3.2705,41.3607,₹25–50L
Volkswagen,ID.4,2024,Long Range,67671.59,106.9,369.0,103.8,5.4,166.0,714.0,648.0,RWD,5,SUV,39.1,1988.0,4,1,Germany,Premium,268234,3.88,4,5650577.76,52858.54,0.653,3.4518,65.3031,₹50–75L
Volkswagen,ID.5,2022,Performance,46348.56,90.0,333.0,203.6,3.69,188.0,334.0,294.0,RWD,5,SUV,62.6,1513.0,4,1,Germany,Mid-range,219975,3.79,4,3870104.76,43001.16,0.8604,3.7,86.0442,₹25–50L
GM/Chevrolet,Silverado EV,2023,Premium,41711.2,58.9,204.0,84.3,7.56,135.0,378.0,346.0,AWD,5,Hatchback,38.8,1502.0,4,2,US,Mid-range,776,3.17,4,3482885.2,59132.18,0.5857,3.4635,58.5721,₹25–50L
BYD,Atto 3,2024,Long Range,71451.87,76.8,260.0,148.9,5.84,166.0,788.0,761.0,RWD,5,Van,77.1,1540.0,5,2,China,Premium,111875,3.51,4,5966231.14,77685.3,0.4358,3.3854,43.5786,₹50–75L
Tesla,Cybertruck,2022,Long Range,109130.05,91.6,339.0,207.9,5.51,160.0,720.0,650.0,FWD,7,Truck,78.0,2513.0,5,3,US,Luxury,161385,4.17,4,9112359.18,99479.9,0.372,3.7009,37.2022,₹75–100L
BYD,Dolphin,2025,Performance,30282.11,100.0,331.0,243.7,2.59,200.0,289.0,286.0,RWD,7,Van,77.2,1897.0,5,2,China,Budget,180781,4.04,5,2528556.18,25285.56,1.309,3.31,130.9047,₹25–50L
BYD,Dolphin,2025,Standard,83813.38,70.0,271.0,90.1,5.34,166.0,960.0,881.0,RWD,5,SUV,35.9,1784.0,3,0,China,Premium,193467,3.4,5,6998417.23,99977.39,0.3872,3.8714,38.723,₹50–75L
BYD,Atto 3,2022,Long Range,59084.31,100.3,349.0,128.5,4.97,182.0,657.0,521.0,FWD,7,Hatchback,27.6,1597.0,4,0,China,Mid-range,242445,3.57,3,4933539.88,49187.84,0.7074,3.4796,70.7403,₹25–50L
BYD,Dolphin,2021,Performance,43985.87,97.2,348.0,222.4,3.07,200.0,466.0,418.0,RWD,5,Coupe,24.5,1505.0,4,1,China,Mid-range,213365,3.76,4,3672820.14,37786.22,0.9475,3.5802,94.7501,₹25–50L
Tesla,Model Y,2024,Long Range,114549.61,101.0,338.0,259.5,4.38,178.0,800.0,756.0,FWD,5,Coupe,34.3,1663.0,5,2,US,Luxury,473485,4.07,4,9564892.44,94701.91,0.3534,3.3465,35.3376,₹75–100L
Tesla,Model Y,2025,Performance,63323.17,90.5,314.0,256.5,3.58,195.0,420.0,356.0,RWD,7,Coupe,32.2,1634.0,5,3,US,Mid-range,404935,3.92,5,5287484.7,58425.25,0.5939,3.4696,59.3855,₹50–75L
Porsche,Taycan,2024,Premium,143428.05,66.1,213.0,221.1,6.87,148.0,640.0,521.0,AWD,7,Coupe,37.2,1500.0,4,2,Germany,Luxury,6555,3.83,7,11976242.18,181183.69,0.1779,3.2224,17.7852,₹100–150L
Volkswagen,ID. Aero,2023,Premium,60337.62,44.2,158.0,70.6,5.68,175.0,580.0,557.0,RWD,7,Hatchback,32.0,1500.0,5,1,Germany,Mid-range,201954,3.3,3,5038191.27,113986.23,0.3136,3.5747,31.3605,₹50–75L
Volkswagen,ID.3,2023,Premium,53064.54,68.1,226.0,140.6,7.09,141.0,464.0,379.0,RWD,7,Truck,57.8,2506.0,3,0,Germany,Mid-range,243991,3.26,4,4430889.09,65064.45,0.5101,3.3186,51.0056,₹25–50L
BMW,i5,2022,Performance,74178.54,74.0,257.0,154.2,3.99,187.0,386.0,326.0,RWD,7,Coupe,31.7,1714.0,5,2,Germany,Premium,60959,3.29,5,6193908.09,83701.46,0.4149,3.473,41.4924,₹50–75L
BYD,Atto 3,2025,Long Range,51946.07,98.3,331.0,87.9,4.35,185.0,593.0,555.0,AWD,7,Sedan,31.7,1785.0,5,1,China,Mid-range,247778,3.61,3,4337496.84,44125.1,0.7631,3.3672,76.3113,₹25–50L
Toyota,bZ Compact SUV,2024,Long Range,85221.63,86.5,314.0,126.8,4.78,181.0,1000.0,915.0,FWD,7,SUV,36.6,2167.0,4,0,Japan,Premium,12454,3.6,4,7116006.1,82265.97,0.4413,3.6301,44.1259,₹50–75L
Ford,E-Transit,2025,Standard,44718.1,71.7,258.0,59.7,6.72,157.0,382.0,355.0,FWD,7,Hatchback,27.8,1523.0,5,1,US,Mid-range,41551,3.51,3,3733961.35,52077.56,0.691,3.5983,69.0955,₹25–50L
Tesla,Model X,2024,Premium,57311.05,46.2,178.0,230.2,6.59,148.0,371.0,358.0,RWD,7,Hatchback,37.6,1576.0,5,2,US,Mid-range,103833,3.5,5,4785472.68,103581.66,0.372,3.8528,37.1959,₹25–50L
Volkswagen,ID. Aero,2025,Premium,112803.13,81.2,297.0,50.1,6.05,158.0,1000.0,906.0,AWD,7,Truck,79.8,2658.0,4,1,Germany,Luxury,225327,3.76,3,9419061.36,115998.29,0.3153,3.6576,31.5318,₹75–100L
Audi,e-tron GT,2025,Long Range,126392.96,109.8,384.0,98.7,5.26,176.0,1000.0,873.0,FWD,7,Sedan,22.8,1500.0,4,2,Germany,Luxury,38380,4.02,8,10553812.16,96118.51,0.3638,3.4973,36.385,₹100–150L
Toyota,bZ Compact SUV,2025,Premium,79560.18,48.9,199.0,81.9,5.34,167.0,1000.0,917.0,RWD,7,SUV,39.3,1681.0,5,0,Japan,Premium,12847,3.03,3,6643275.03,135854.3,0.2996,4.0695,29.9551,₹50–75L
Hyundai,Ioniq,2025,Performance,56648.45,77.2,256.0,156.0,3.07,200.0,651.0,571.0,AWD,7,Truck,51.4,2444.0,4,1,South Korea,Mid-range,120189,3.68,3,4730145.58,61271.32,0.5412,3.3161,54.121,₹25–50L
Kia,EV9,2026,Long Range,68589.74,83.3,269.0,85.1,4.04,185.0,777.0,693.0,FWD,5,SUV,66.0,1880.0,5,1,South Korea,Premium,136116,3.29,3,5727243.29,68754.42,0.4697,3.2293,46.9685,₹50–75L
Tesla,Model Y,2025,Premium,126346.84,62.5,253.0,303.5,6.96,147.0,888.0,808.0,AWD,5,SUV,40.0,1955.0,4,2,US,Luxury,433007,3.92,5,10549961.14,168799.38,0.2398,4.048,23.9811,₹100–150L
Volvo,XC40 Recharge,2025,Long Range,79465.0,100.9,373.0,57.4,4.64,183.0,617.0,519.0,FWD,5,Van,70.1,1500.0,5,0,Sweden,Premium,9072,4.0,5,6635327.5,65761.42,0.5621,3.6967,56.2143,₹50–75L
BYD,Qin,2022,Base,51140.49,58.3,209.0,72.9,5.05,182.0,572.0,450.0,AWD,5,Van,75.6,1639.0,5,0,China,Mid-range,122452,3.62,5,4270230.92,73245.81,0.4894,3.5849,48.9435,₹25–50L
