brand,model,year,variant,horsepower,torque_nm,acceleration_0_60_mph,top_speed_mph,price_inr,market_segment,power_to_price
Volkswagen,ID.4,2025,Performance,904.0,799.0,3.41,192.0,6725883.25,Premium,134.4061
Tesla,Model 3,2026,Premium,904.0,801.0,7.67,135.0,10303576.86,Luxury,87.7365
GM/Chevrolet,Silverado EV,2026,Premium,903.0,784.0,7.05,146.0,5710983.34,Premium,158.1164
BYD,Qin,2023,Long Range,902.0,753.0,4.88,175.0,6916335.06,Premium,130.4159
Hyundai,Ioniq,2023,Standard,902.0,779.0,6.2,167.0,6134761.7,Premium,147.031
Volvo,XC90 Recharge,2025,Premium,899.0,801.0,7.68,123.0,8083944.78,Premium,111.2081
Hyundai,Ioniq,2023,Performance,899.0,830.0,3.01,198.0,5829722.84,Premium,154.2097
GM/Chevrolet,Equinox EV,2025,Base,899.0,829.0,7.58,137.0,5406694.3,Mid-range,166.2754
Volkswagen,ID.5,2025,Base,898.0,772.0,7.77,134.0,6568289.52,Premium,136.7175
Tesla,Model S,2023,Long Range,897.0,749.0,4.9,178.0,10267199.24,Luxury,87.3656
Tesla,Model X,2021,Premium,897.0,801.0,6.89,141.0,9853900.13,Luxury,91.0299
Tesla,Model 3,2025,Premium,897.0,779.0,6.99,144.0,10811179.2,Luxury,82.9697
Tesla,Cybertruck,2025,Premium,895.0,800.0,7.79,124.0,10426305.15,Luxury,85.8406
Kia,EV9,2026,Performance,895.0,813.0,4.13,185.0,6516437.7,Premium,137.345
Volkswagen,ID.3,2020,Long Range,894.0,772.0,4.33,182.0,6789994.55,Premium,131.6643
Kia,EV9,2023,Performance,894.0,748.0,2.52,200.0,6410897.87,Premium,139.45
Kia,Picanto EV,2022,Long Range,893.0,853.0,5.8,164.0,6382674.04,Premium,139.91
BYD,Dolphin,2026,Standard,891.0,772.0,7.12,153.0,6901881.21,Premium,129.0952
Volkswagen,ID.4,2024,Standard,891.0,780.0,6.88,136.0,6615240.74,Premium,134.689
Tesla,Cybertruck,2023,Premium,891.0,851.0,6.1,162.0,9919866.8,Luxury,89.8198
Ford,Mustang Mach-E,2023,Long Range,891.0,791.0,4.21,189.0,6352012.0,Premium,140.2705
Hyundai,Ioniq 6,2025,Standard,890.0,734.0,7.79,133.0,5825749.91,Premium,152.77
Hyundai,Ioniq 5,2022,Premium,890.0,768.0,7.7,132.0,6025313.24,Premium,147.7102
Volkswagen,ID.4,2024,Performance,890.0,825.0,3.59,193.0,6690624.54,Premium,133.022
BYD,Atto 3,2025,Performance,889.0,778.0,3.65,195.0,6793394.67,Premium,130.8624
Audi,e-tron,2025,Standard,888.0,750.0,6.47,152.0,9558364.4,Luxury,92.9029
Tesla,Model 3,2023,Premium,888.0,781.0,5.34,175.0,10311789.08,Luxury,86.115
Tesla,Model Y,2025,Premium,888.0,808.0,6.96,147.0,10549961.14,Luxury,84.1709
Kia,Sportage EV,2025,Long Range,887.0,779.0,5.81,171.0,6411739.55,Premium,138.34
BMW,i4,2026,Premium,887.0,802.0,7.03,147.0,8641511.02,Luxury,102.6441
Volkswagen,ID.4,2024,Performance,886.0,783.0,2.78,200.0,6522155.78,Premium,135.8447
Polestar,3,2024,Standard,886.0,811.0,7.01,144.0,9730107.2,Luxury,91.0576
GM/Chevrolet,Bolt EV,2026,Premium,886.0,827.0,5.62,155.0,5653885.2,Premium,156.7064
Tesla,Model X,2022,Performance,885.0,771.0,4.12,189.0,9828482.73,Luxury,90.0444
Tesla,Model S,2026,Base,885.0,775.0,7.14,145.0,9971398.82,Luxury,88.7538
BYD,Max,2026,Standard,885.0,732.0,7.54,139.0,6423046.28,Premium,137.7851
BMW,i5,2023,Premium,884.0,789.0,6.88,151.0,8745754.93,Luxury,101.0776
Ford,Explorer EV,2021,Long Range,881.0,758.0,5.55,156.0,6476457.06,Premium,136.0312
Tesla,Model X,2024,Long Range,881.0,810.0,4.65,186.0,9812751.33,Luxury,89.7811
BMW,i3,2024,Standard,881.0,812.0,7.1,143.0,9053475.81,Luxury,97.3107
BMW,i3,2025,Standard,879.0,791.0,5.28,178.0,8717553.64,Luxury,100.831
Volkswagen,ID.4,2023,Performance,878.0,828.0,3.77,198.0,6756983.66,Premium,129.9396
BYD,Dolphin,2023,Long Range,878.0,785.0,4.88,176.0,6459606.76,Premium,135.9216
Kia,Sportage EV,2026,Base,877.0,756.0,6.33,153.0,6047872.44,Premium,145.0097
Tesla,Model S,2026,Performance,876.0,755.0,3.84,197.0,10039842.1,Luxury,87.2524
Audi,e-tron,2025,Standard,876.0,844.0,7.02,151.0,9138374.44,Luxury,95.8595
GM/Chevrolet,Equinox EV,2021,Performance,876.0,788.0,4.06,190.0,5482339.46,Premium,159.7858
Hyundai,Kona Electric,2026,Standard,876.0,791.0,6.35,151.0,5698704.66,Premium,153.7191
GM/Chevrolet,Silverado EV,2024,Standard,875.0,799.0,6.23,155.0,5157602.12,Mid-range,169.6525
BYD,Seagull,2025,Long Range,875.0,790.0,5.19,171.0,6665979.52,Premium,131.2635
Kia,Picanto EV,2026,Long Range,873.0,766.0,4.95,168.0,5854661.78,Premium,149.1119
BMW,i4,2022,Performance,873.0,817.0,2.73,200.0,8544977.51,Luxury,102.1653
Ford,E-Transit,2022,Performance,871.0,801.0,2.74,200.0,6069112.33,Premium,143.5136
GM/Chevrolet,Silverado EV,2023,Standard,870.0,835.0,6.67,155.0,5355042.04,Mid-range,162.4637
Volkswagen,ID.4,2025,Base,869.0,785.0,5.41,169.0,6588445.59,Premium,131.8976
Tesla,Cybertruck,2025,Standard,868.0,786.0,6.96,136.0,10463021.78,Luxury,82.9588
Kia,EV9,2022,Long Range,868.0,792.0,4.48,183.0,6151934.31,Premium,141.0938
Tesla,Cybertruck,2025,Long Range,867.0,784.0,4.75,168.0,9905811.24,Luxury,87.5244
Volkswagen,ID.4,2023,Premium,867.0,845.0,6.73,144.0,6553494.16,Premium,132.2958
BYD,Yuan Plus,2024,Base,867.0,753.0,5.83,163.0,6175862.9,Premium,140.3852
Rivian,R3,2023,Standard,866.0,733.0,5.17,177.0,6836507.39,Premium,126.6729
BMW,i5,2023,Standard,866.0,827.0,6.06,167.0,8855041.4,Luxury,97.7974
Hyundai,Ioniq 6,2025,Standard,866.0,746.0,7.04,148.0,5878582.86,Premium,147.3144
BYD,Leaf 50X,2023,Standard,865.0,781.0,6.13,162.0,6202751.58,Premium,139.4542
Kia,EV9,2025,Long Range,864.0,705.0,4.27,187.0,6179047.6,Premium,139.8274
Audi,Q6 e-tron,2024,Standard,864.0,787.0,6.33,144.0,9421965.48,Luxury,91.7006
GM/Chevrolet,Bolt EUV,2024,Long Range,863.0,773.0,4.4,183.0,5154525.97,Mid-range,167.4257
GM/Chevrolet,Silverado EV,2026,Standard,863.0,753.0,5.66,158.0,5415351.58,Mid-range,159.3618
Hyundai,i30,2025,Long Range,861.0,735.0,4.66,176.0,5901939.48,Premium,145.8842
Tesla,Model S,2024,Performance,861.0,780.0,3.03,200.0,10008077.04,Luxury,86.0305
Tesla,Model Y,2025,Base,860.0,798.0,7.79,120.0,9568089.65,Luxury,89.8821
Volkswagen,ID. Aero,2021,Long Range,859.0,782.0,5.53,172.0,6363944.15,Premium,134.9792
Ford,Explorer EV,2023,Standard,859.0,769.0,7.61,134.0,6134729.97,Premium,140.0225
Tesla,Cybertruck,2025,Performance,859.0,763.0,3.86,189.0,9692488.78,Luxury,88.6253
Tesla,Model S,2025,Long Range,857.0,741.0,5.12,178.0,10048238.86,Luxury,85.2886
BYD,Leaf 50X,2022,Long Range,857.0,747.0,4.79,183.0,6695045.03,Premium,128.0051
GM/Chevrolet,Blazer EV,2025,Base,856.0,767.0,7.75,130.0,5296966.96,Mid-range,161.6019
Tesla,Cybertruck,2025,Premium,854.0,760.0,6.52,155.0,9477733.46,Luxury,90.1059
BMW,i4,2025,Long Range,853.0,812.0,5.12,183.0,8494585.26,Luxury,100.4169
Hyundai,Kona Electric,2024,Premium,852.0,751.0,6.78,145.0,5805186.36,Premium,146.7653
BMW,i3,2025,Long Range,852.0,737.0,4.37,184.0,8550096.9,Luxury,99.648
Kia,Picanto EV,2022,Long Range,852.0,746.0,4.02,187.0,6147443.68,Premium,138.5942
Mercedes,GLE EV,2023,Standard,852.0,767.0,6.34,156.0,12072579.46,Luxury,70.5732
Tesla,Cybertruck,2024,Base,851.0,715.0,7.93,125.0,9396920.49,Luxury,90.5616
BYD,Leaf 50X,2025,Premium,851.0,788.0,5.05,174.0,5947456.17,Premium,143.0864
BYD,Leaf 50X,2024,Base,850.0,788.0,7.34,137.0,6441554.06,Premium,131.9557
Tesla,Model S,2026,Base,850.0,762.0,5.76,162.0,9988310.08,Luxury,85.0995
Toyota,bZ4X,2022,Standard,850.0,731.0,6.21,153.0,5843537.92,Premium,145.4598
Tesla,Cybertruck,2024,Standard,850.0,776.0,5.61,173.0,10170742.55,Luxury,83.5731
Ford,Explorer EV,2025,Performance,849.0,764.0,3.26,193.0,6278690.65,Premium,135.2193
BYD,Leaf 50X,2024,Base,849.0,830.0,7.52,139.0,6385459.6,Premium,132.9583
Mercedes,EQC,2026,Base,848.0,725.0,7.92,136.0,11496219.04,Luxury,73.7634
Tesla,Model Y,2024,Base,847.0,781.0,5.7,162.0,9837213.49,Luxury,86.1016
GM/Chevrolet,Equinox EV,2021,Long Range,846.0,793.0,5.83,165.0,5156560.04,Mid-range,164.0629
Tesla,Cybertruck,2024,Premium,846.0,761.0,5.38,160.0,9852039.75,Luxury,85.8705
BYD,Dolphin,2023,Premium,845.0,776.0,6.95,137.0,6568469.05,Premium,128.6449
Tesla,Model X,2021,Long Range,844.0,742.0,5.55,162.0,9869036.18,Luxury,85.52
GM/Chevrolet,Equinox EV,2023,Long Range,844.0,702.0,5.02,177.0,5474209.9,Premium,154.1775
BYD,Seagull,2021,Standard,844.0,798.0,7.63,141.0,6114790.17,Premium,138.026
BMW,i3,2021,Long Range,843.0,810.0,5.0,178.0,8524944.19,Luxury,98.8863
Mercedes,EQE,2023,Long Range,843.0,766.0,5.66,169.0,11901695.88,Luxury,70.8302
Volkswagen,ID.5,2025,Base,843.0,736.0,6.37,155.0,6381631.12,Premium,132.0979
Kia,Sportage EV,2024,Premium,843.0,702.0,5.44,172.0,6087053.14,Premium,138.4907
Mercedes,EQG,2022,Long Range,842.0,758.0,5.28,162.0,11705612.0,Luxury,71.9313
Kia,Niro EV,2026,Standard,842.0,756.0,7.19,149.0,6041189.1,Premium,139.3765
Hyundai,Ioniq 5,2023,Standard,842.0,760.0,6.66,152.0,5687191.68,Premium,148.052
Tesla,Model S,2026,Performance,841.0,743.0,2.81,200.0,10102745.99,Luxury,83.2447
Fisker,Ocean,2023,Premium,841.0,735.0,5.42,163.0,8419907.87,Luxury,99.8823
Tesla,Cybertruck,2023,Standard,841.0,748.0,7.11,145.0,10178357.75,Luxury,82.6263
BYD,Leaf 50X,2024,Long Range,840.0,797.0,4.14,189.0,6272356.34,Premium,133.921
Tesla,Model Y,2024,Standard,840.0,747.0,5.49,169.0,9263432.38,Luxury,90.6791
Volkswagen,ID. Aero,2022,Performance,840.0,732.0,2.66,200.0,6441586.62,Premium,130.4027
BYD,Qin,2025,Standard,839.0,753.0,5.72,158.0,6634226.97,Premium,126.4654
Volkswagen,ID.3,2022,Standard,839.0,757.0,5.91,168.0,6170887.98,Premium,135.961
Volkswagen,ID.4,2025,Base,839.0,744.0,5.73,164.0,6571341.45,Premium,127.6756
Ford,F-150 Lightning,2026,Premium,837.0,763.0,6.78,157.0,6107744.44,Premium,137.0391
BYD,Seagull,2023,Long Range,837.0,747.0,4.19,183.0,6504838.71,Premium,128.6734
BYD,Dolphin,2024,Long Range,836.0,754.0,5.98,157.0,6269150.78,Premium,133.3514
GM/Chevrolet,Bolt EUV,2026,Base,835.0,746.0,7.32,136.0,5318681.13,Mid-range,156.9938
Audi,e-tron,2024,Standard,835.0,749.0,7.14,144.0,9316321.28,Luxury,89.6277
Tesla,Model Y,2026,Base,835.0,807.0,6.51,155.0,9464796.81,Luxury,88.2217
Hyundai,i30,2023,Long Range,835.0,684.0,4.76,179.0,5508495.0,Premium,151.5841
GM/Chevrolet,Bolt EUV,2021,Standard,834.0,769.0,6.86,143.0,5383559.8,Mid-range,154.9161
Tesla,Model Y,2023,Base,834.0,823.0,6.34,153.0,8902058.58,Luxury,93.6862
Mercedes,EQC,2025,Long Range,834.0,747.0,4.77,180.0,11387057.82,Luxury,73.241
Toyota,bZ4X,2023,Standard,831.0,745.0,5.12,168.0,5785374.32,Premium,143.6381
BYD,Max,2026,Performance,830.0,743.0,4.08,193.0,5960680.06,Premium,139.2459
BMW,i3,2023,Premium,829.0,771.0,6.62,146.0,8552621.94,Luxury,96.9293
Tesla,Cybertruck,2024,Premium,829.0,855.0,6.16,163.0,9195729.75,Luxury,90.1505
GM/Chevrolet,Silverado EV,2025,Base,828.0,701.0,6.75,140.0,5245303.0,Mid-range,157.8555
Tesla,Model Y,2024,Standard,828.0,772.0,6.17,157.0,9877346.93,Luxury,83.8282
GM/Chevrolet,Blazer EV,2023,Standard,828.0,728.0,7.57,138.0,5215527.74,Mid-range,158.7567
Porsche,Macan Electric,2021,Standard,828.0,758.0,7.11,137.0,13623068.42,Luxury,60.7793
Kia,EV9,2024,Premium,826.0,792.0,7.87,137.0,6100783.04,Premium,135.3925
Tesla,Model Y,2025,Long Range,826.0,761.0,4.84,185.0,9508008.9,Luxury,86.8741
Volkswagen,ID.4,2024,Long Range,826.0,707.0,4.75,183.0,6432005.0,Premium,128.4203
Tesla,Model X,2025,Base,826.0,728.0,6.55,151.0,9249450.31,Luxury,89.3026
Tesla,Model X,2025,Premium,825.0,749.0,7.91,134.0,9357529.37,Luxury,88.1643
Tesla,Model X,2023,Base,825.0,733.0,6.19,164.0,9143554.78,Luxury,90.2275
Tesla,Model Y,2024,Standard,825.0,736.0,5.63,165.0,9351707.75,Luxury,88.2192
GM/Chevrolet,Bolt EV,2025,Premium,825.0,763.0,7.42,142.0,4978352.66,Mid-range,165.7175
Volkswagen,ID.4,2024,Standard,824.0,725.0,7.69,139.0,6532488.06,Premium,126.1388
Fisker,Ronin,2026,Standard,823.0,743.0,5.24,177.0,7820020.49,Premium,105.2427
Tesla,Model Y,2021,Standard,823.0,688.0,7.85,136.0,9733202.55,Luxury,84.5559
Ford,F-150 Lightning,2023,Performance,822.0,735.0,2.68,200.0,5805446.05,Premium,141.5912
Mercedes,EQS,2025,Base,822.0,776.0,6.97,148.0,11432723.98,Luxury,71.8989
BYD,Yuan Plus,2026,Base,820.0,765.0,5.98,163.0,5995835.24,Premium,136.7616
Audi,e-tron GT,2025,Standard,820.0,730.0,7.53,139.0,9169651.03,Luxury,89.4254
Kia,EV6,2024,Base,819.0,756.0,5.28,174.0,6084685.08,Premium,134.6002
BMW,iX,2023,Performance,818.0,765.0,4.35,174.0,8482836.81,Luxury,96.43
Volkswagen,ID.4,2023,Long Range,818.0,716.0,4.49,189.0,6567594.8,Premium,124.5509
Volkswagen,ID. Buzz,2026,Base,818.0,753.0,5.33,165.0,6482358.84,Premium,126.1886
Toyota,bZ Compact SUV,2020,Long Range,818.0,760.0,5.66,169.0,5907486.39,Premium,138.4684
Mercedes,EQS,2025,Standard,817.0,752.0,5.89,160.0,11019057.46,Luxury,74.1443
BMW,i5,2025,Base,817.0,704.0,5.42,165.0,8525689.85,Luxury,95.828
Volkswagen,ID.4,2025,Standard,816.0,711.0,6.3,149.0,6353087.48,Premium,128.4415
Tesla,Model Y,2022,Long Range,816.0,719.0,5.21,182.0,9383968.81,Luxury,86.9568
Toyota,bZ Compact SUV,2025,Base,816.0,769.0,6.65,154.0,5478318.1,Premium,148.9508
Kia,Niro EV,2026,Performance,816.0,742.0,4.45,181.0,5991722.86,Premium,136.1879
Ford,Mustang Mach-E,2025,Long Range,815.0,725.0,4.52,185.0,5851411.13,Premium,139.2826
Tesla,Cybertruck,2025,Standard,815.0,721.0,7.5,137.0,9521419.83,Luxury,85.5965
BYD,Leaf 50X,2025,Base,815.0,722.0,6.2,154.0,6324947.14,Premium,128.8548
Hyundai,Ioniq 5,2025,Base,815.0,690.0,5.05,164.0,5728287.04,Premium,142.2764
BYD,Dolphin,2025,Base,814.0,744.0,6.7,152.0,6112811.22,Premium,133.163
Volkswagen,ID.3,2026,Performance,813.0,732.0,3.97,195.0,6465815.82,Premium,125.7382
BYD,Max,2024,Standard,813.0,686.0,6.56,161.0,5915711.98,Premium,137.4306
Volkswagen,ID. Buzz,2025,Performance,812.0,761.0,2.86,200.0,6572613.15,Premium,123.5429
BMW,i4,2022,Standard,812.0,735.0,7.8,135.0,8339114.94,Premium,97.3724
Tesla,Cybertruck,2024,Premium,810.0,732.0,5.41,170.0,9412081.59,Luxury,86.0596
BMW,i3,2025,Performance,810.0,745.0,3.25,200.0,8152150.09,Premium,99.3603
Kia,Niro EV,2025,Premium,810.0,733.0,7.95,130.0,5509158.82,Premium,147.0279
Mercedes,GLE EV,2021,Long Range,810.0,741.0,5.63,159.0,11179510.22,Luxury,72.454
Audi,e-tron GT,2024,Base,810.0,693.0,7.52,142.0,8912132.02,Luxury,90.8873
Tesla,Model S,2025,Base,809.0,752.0,6.34,152.0,8933897.13,Luxury,90.554
Tesla,Cybertruck,2023,Base,809.0,719.0,7.93,131.0,9507416.04,Luxury,85.0915
Tesla,Model Y,2024,Standard,809.0,763.0,5.33,172.0,9185078.49,Luxury,88.0776
Tesla,Model 3,2025,Performance,808.0,749.0,3.93,195.0,9405074.27,Luxury,85.9111
GM/Chevrolet,Bolt EV,2024,Standard,808.0,740.0,6.23,156.0,5099421.82,Mid-range,158.4493
Volkswagen,ID. Buzz,2024,Premium,808.0,703.0,6.4,154.0,6182934.52,Premium,130.6823
Volvo,XC90 Recharge,2022,Performance,807.0,735.0,2.53,200.0,7570211.04,Premium,106.602
Mercedes,GLE EV,2026,Standard,807.0,733.0,5.12,181.0,11280959.38,Luxury,71.5365
Tesla,Model 3,2022,Standard,806.0,684.0,6.6,152.0,9359227.76,Luxury,86.1182
Ford,E-Transit,2022,Premium,806.0,761.0,7.84,135.0,6069314.4,Premium,132.7992
Tesla,Model Y,2026,Base,805.0,733.0,7.1,140.0,9277017.83,Luxury,86.7736
BMW,i4,2023,Standard,804.0,703.0,5.58,165.0,8516347.86,Luxury,94.4067
NIO,EL8,2025,Premium,804.0,708.0,5.5,164.0,7304476.46,Premium,110.0695
GM/Chevrolet,Bolt EUV,2025,Performance,803.0,695.0,2.88,200.0,5204632.66,Mid-range,154.2856
Ford,F-150 Lightning,2025,Long Range,803.0,740.0,5.88,162.0,5824879.0,Premium,137.8569
Audi,Q4 e-tron,2024,Base,803.0,720.0,7.49,142.0,9042621.64,Luxury,88.8017
BYD,Qin,2024,Base,803.0,708.0,5.85,161.0,6323695.48,Premium,126.9827
Kia,Picanto EV,2024,Base,802.0,770.0,5.22,170.0,5998887.16,Premium,133.6915
Mercedes,GLE EV,2024,Premium,801.0,766.0,5.51,167.0,11268635.62,Luxury,71.0823
BYD,Yuan Plus,2023,Standard,801.0,724.0,5.92,161.0,5906152.06,Premium,135.6213
BMW,iX,2023,Base,800.0,752.0,6.84,142.0,8221552.78,Premium,97.3052
BYD,Atto 3,2024,Premium,800.0,732.0,5.5,178.0,6040111.94,Premium,132.4479
Tesla,Model Y,2024,Long Range,800.0,756.0,4.38,178.0,9564892.44,Luxury,83.6392
Kia,Sportage EV,2025,Performance,800.0,714.0,4.18,185.0,6041023.76,Premium,132.4279
Tesla,Model Y,2023,Base,800.0,741.0,7.32,142.0,9391446.24,Luxury,85.1839
BYD,Seagull,2023,Base,799.0,748.0,5.45,175.0,6059237.62,Premium,131.8648
BYD,Atto 3,2023,Base,795.0,760.0,6.84,142.0,6140804.6,Premium,129.4619
Audi,e-tron GT,2025,Base,795.0,707.0,7.71,135.0,8728320.13,Luxury,91.0828
Kia,EV6,2021,Long Range,795.0,688.0,5.22,170.0,5563934.82,Premium,142.8845
Tesla,Model 3,2024,Premium,794.0,685.0,5.18,171.0,9291480.87,Luxury,85.4546
BYD,Max,2022,Standard,793.0,668.0,7.56,142.0,6063150.43,Premium,130.7901
Tesla,Cybertruck,2025,Premium,792.0,738.0,7.04,145.0,8711575.04,Luxury,90.9135
BYD,Dolphin,2022,Base,792.0,662.0,7.76,132.0,5929466.93,Premium,133.5702
BYD,Qin,2022,Long Range,792.0,733.0,5.6,161.0,6431181.69,Premium,123.15
Ford,Explorer EV,2024,Long Range,792.0,705.0,5.32,180.0,5821903.9,Premium,136.038
BMW,i5,2022,Performance,790.0,750.0,3.87,184.0,8553782.58,Luxury,92.3568
Kia,Niro EV,2024,Premium,790.0,742.0,7.12,141.0,5714461.11,Premium,138.2458
GM/Chevrolet,Equinox EV,2025,Long Range,790.0,762.0,5.77,159.0,4874140.49,Mid-range,162.0799
BYD,Atto 3,2024,Long Range,788.0,761.0,5.84,166.0,5966231.14,Premium,132.0767
Mercedes,EQS,2023,Base,788.0,737.0,7.72,126.0,10820325.79,Luxury,72.8259
BMW,i4,2024,Standard,788.0,724.0,7.78,121.0,8054345.7,Premium,97.8354
BMW,i5,2025,Standard,788.0,683.0,7.79,131.0,8103392.77,Premium,97.2432
Tesla,Model 3,2025,Long Range,787.0,637.0,5.89,169.0,9431198.08,Luxury,83.4465
Kia,EV6,2023,Long Range,787.0,717.0,4.6,172.0,5751585.21,Premium,136.8318
Tesla,Model Y,2023,Standard,786.0,685.0,5.13,175.0,8413318.88,Luxury,93.4233
Fisker,Ocean,2024,Long Range,786.0,724.0,5.21,182.0,7767063.12,Premium,101.1966
Volkswagen,ID.3,2025,Long Range,786.0,732.0,5.78,163.0,5916651.35,Premium,132.8454
Hyundai,Ioniq 5,2025,Premium,785.0,710.0,5.06,179.0,5463668.02,Premium,143.6764
Kia,EV6,2024,Performance,785.0,658.0,3.88,189.0,5704400.2,Premium,137.6131
Volkswagen,ID.5,2025,Standard,785.0,727.0,7.51,137.0,5911922.74,Premium,132.7825
Tesla,Model 3,2025,Premium,785.0,681.0,7.55,134.0,8869496.92,Luxury,88.5056
Tesla,Model 3,2024,Standard,784.0,688.0,6.51,151.0,8901925.82,Luxury,88.0708
Audi,Q6 e-tron,2023,Base,784.0,695.0,6.98,147.0,8631672.22,Luxury,90.8283
Tesla,Model Y,2024,Base,784.0,689.0,6.21,163.0,8818216.23,Luxury,88.9069
Toyota,bZ4X,2024,Performance,783.0,733.0,4.25,181.0,5579181.92,Premium,140.3432
Kia,EV9,2024,Standard,783.0,737.0,5.46,169.0,5850561.94,Premium,133.8333
Ford,E-Transit,2025,Performance,783.0,728.0,3.88,192.0,5811392.08,Premium,134.7354
Tesla,Model X,2023,Performance,782.0,741.0,3.31,200.0,9332531.14,Luxury,83.7929
GM/Chevrolet,Bolt EUV,2025,Premium,782.0,728.0,5.75,168.0,5166297.8,Mid-range,151.3656
BMW,i5,2024,Premium,781.0,690.0,7.5,136.0,7713660.7,Premium,101.2489
Tesla,Model 3,2026,Performance,781.0,662.0,4.02,190.0,9374929.1,Luxury,83.3073
BYD,Yuan Plus,2025,Base,781.0,718.0,7.94,126.0,6154984.56,Premium,126.889
GM/Chevrolet,Bolt EV,2025,Base,780.0,691.0,7.07,146.0,5052832.16,Mid-range,154.3689
Tesla,Model Y,2025,Base,780.0,711.0,5.74,165.0,9182501.68,Luxury,84.9442
BYD,Seagull,2025,Base,780.0,688.0,7.8,138.0,5633709.93,Premium,138.4523
Ford,F-150 Lightning,2025,Standard,779.0,697.0,5.67,168.0,5942403.58,Premium,131.0917
Hyundai,Ioniq,2022,Long Range,779.0,667.0,4.95,173.0,5656878.68,Premium,137.7085
Volkswagen,ID.3,2025,Base,778.0,730.0,5.35,164.0,6131158.68,Premium,126.8928
GM/Chevrolet,Bolt EV,2025,Performance,778.0,765.0,3.71,200.0,5027589.28,Mid-range,154.7461
Ford,Mustang Mach-E,2023,Base,778.0,690.0,5.74,166.0,5676027.73,Premium,137.0677
Hyundai,Ioniq 5,2025,Premium,778.0,729.0,5.27,172.0,5383320.15,Mid-range,144.5205
Kia,EV9,2026,Long Range,777.0,693.0,4.04,185.0,5727243.29,Premium,135.6674
Hyundai,Ioniq 6,2024,Standard,777.0,662.0,5.5,168.0,5294279.09,Mid-range,146.7622
Mercedes,EQG,2023,Long Range,777.0,661.0,5.84,158.0,11110394.77,Luxury,69.9345
Kia,EV9,2020,Long Range,776.0,677.0,4.21,190.0,5847000.66,Premium,132.7176
Audi,e-tron,2026,Performance,776.0,692.0,2.86,200.0,8764665.18,Luxury,88.5373
GM/Chevrolet,Silverado EV,2026,Performance,776.0,701.0,4.25,186.0,5451291.66,Premium,142.3516
Tesla,Model X,2025,Standard,776.0,726.0,5.27,171.0,9095220.8,Luxury,85.3195
Volkswagen,ID.3,2023,Performance,775.0,702.0,4.38,185.0,5882135.79,Premium,131.7549
GM/Chevrolet,Blazer EV,2025,Base,774.0,697.0,6.81,151.0,5093505.01,Mid-range,151.9582
Toyota,bZ Compact SUV,2024,Long Range,774.0,731.0,4.5,180.0,5382556.96,Mid-range,143.7978
Ford,Mustang Mach-E,2024,Standard,774.0,714.0,7.48,137.0,5603479.59,Premium,138.1285
Tesla,Model Y,2025,Long Range,773.0,713.0,5.45,162.0,9013404.16,Luxury,85.7612
Audi,Q6 e-tron,2020,Standard,773.0,639.0,7.86,128.0,8566701.7,Luxury,90.2331
Hyundai,i30,2025,Standard,772.0,707.0,5.41,174.0,5428132.1,Premium,142.222
BYD,Atto 3,2023,Premium,772.0,689.0,6.07,162.0,6033107.13,Premium,127.9606
Toyota,bZ4X,2024,Standard,771.0,727.0,6.6,152.0,5441214.04,Premium,141.6963
Hyundai,Ioniq 5,2025,Standard,770.0,690.0,7.89,124.0,5296796.62,Mid-range,145.3709
BYD,Dolphin,2025,Base,769.0,669.0,7.42,144.0,5423542.94,Mid-range,141.7892
Ford,Explorer EV,2026,Standard,768.0,638.0,6.38,161.0,5772901.09,Premium,133.0354
Tesla,Cybertruck,2024,Performance,766.0,686.0,3.04,200.0,8856738.96,Luxury,86.4878
Hyundai,Ioniq 6,2023,Standard,766.0,617.0,7.63,134.0,5537691.61,Premium,138.3248
Mercedes,EQS,2025,Performance,764.0,737.0,2.99,200.0,10944698.2,Luxury,69.8055
Kia,Picanto EV,2023,Standard,763.0,668.0,5.36,172.0,5544089.38,Premium,137.624
Kia,EV6,2025,Base,763.0,677.0,5.63,165.0,6229920.8,Premium,122.4735
BYD,Dolphin,2023,Premium,763.0,709.0,6.25,161.0,5459506.38,Premium,139.7562
GM/Chevrolet,Equinox EV,2022,Performance,761.0,683.0,3.04,200.0,4967708.92,Mid-range,153.1893
Tesla,Model 3,2025,Premium,761.0,696.0,7.48,140.0,9161316.9,Luxury,83.0667
Tesla,Model 3,2025,Standard,760.0,704.0,6.82,149.0,8635868.1,Luxury,88.005
GM/Chevrolet,Bolt EV,2023,Base,760.0,681.0,6.02,163.0,4932741.62,Mid-range,154.0725
Tesla,Model Y,2023,Standard,760.0,665.0,5.21,174.0,8192082.3,Premium,92.7725
Mercedes,EQG,2026,Base,759.0,725.0,5.2,174.0,10817116.88,Luxury,70.1666
Mercedes,EQG,2026,Long Range,758.0,698.0,4.72,173.0,10410203.85,Luxury,72.8132
BYD,Max,2022,Standard,757.0,731.0,5.24,173.0,5685425.65,Premium,133.1475
BMW,i7,2026,Performance,757.0,661.0,3.59,200.0,8055659.16,Premium,93.9712
BYD,Leaf 50X,2024,Standard,757.0,719.0,6.45,147.0,5747975.5,Premium,131.6985
Tesla,Model S,2025,Premium,755.0,692.0,7.08,140.0,8559636.77,Luxury,88.2047
Hyundai,Ioniq 6,2025,Standard,755.0,696.0,7.88,131.0,5313940.0,Mid-range,142.0791
